periode_data,tanggal,terminal,jumlah_bus_datang,jumlah_penumpang_datang,jumlah_bus_berangkat,jumlah_penumpang_berangkat
202605,6,PULOGADUNG,226,2014,222,1993
202605,7,PULOGADUNG,224,1995,223,2016
202605,8,PULOGADUNG,223,2021,222,1997
202605,9,PULOGADUNG,214,1800,214,1850
202605,10,PULOGADUNG,219,1814,216,2057
202605,11,PULOGADUNG,224,2008,222,1999
202605,12,PULOGADUNG,225,1998,220,1969
202605,13,PULOGADUNG,224,1993,219,1965
202605,14,PULOGADUNG,212,1798,212,1827
202605,15,PULOGADUNG,215,1800,215,1840
202605,16,PULOGADUNG,215,1808,216,1832
202605,17,PULOGADUNG,215,1818,213,1796
202605,18,PULOGADUNG,225,1973,222,1990
202605,19,PULOGADUNG,220,1944,221,1968
202605,20,PULOGADUNG,224,1961,224,1897
202605,21,PULOGADUNG,223,1944,220,1970
202605,22,PULOGADUNG,219,1989,221,1974
202605,23,PULOGADUNG,218,1827,215,1863
202605,24,PULOGADUNG,218,1823,216,1870
202605,25,PULOGADUNG,225,2000,221,1972
202605,26,PULOGADUNG,226,1960,220,1952
202605,27,PULOGADUNG,214,1821,214,1851
202605,28,PULOGADUNG,215,1824,213,1865
202605,29,PULOGADUNG,222,1981,220,1964
202605,30,PULOGADUNG,217,1800,216,1852
202605,31,PULOGADUNG,215,1802,215,1838
202506,13,PULOGADUNG,213,1895,220,2021
202506,14,PULOGADUNG,229,1899,236,2026
202506,15,PULOGADUNG,232,1863,237,2028
202506,16,PULOGADUNG,218,1940,218,1999
202506,17,PULOGADUNG,226,1941,229,2028
202506,18,PULOGADUNG,219,1702,245,1996
202506,19,PULOGADUNG,214,1930,217,2011
202506,20,PULOGADUNG,248,1849,239,1961
202506,21,PULOGADUNG,246,1843,250,1968
202506,22,PULOGADUNG,222,1741,232,1935
202506,23,PULOGADUNG,230,1959,237,2019
202506,24,PULOGADUNG,230,1937,238,1909
202506,25,PULOGADUNG,244,1787,235,1971
202506,26,PULOGADUNG,227,1766,237,1933
202506,27,PULOGADUNG,222,1924,211,2063
202506,28,PULOGADUNG,234,1929,244,1985
202506,29,PULOGADUNG,229,1940,238,1982
202506,30,PULOGADUNG,223,1879,235,1936
202603,1,KAMPUNG RAMBUTAN,83,708,61,323
202603,2,KAMPUNG RAMBUTAN,66,334,45,298
202603,3,KAMPUNG RAMBUTAN,85,408,58,551
202603,4,KAMPUNG RAMBUTAN,77,381,50,228
202603,5,KAMPUNG RAMBUTAN,56,341,49,279
202603,6,KAMPUNG RAMBUTAN,68,450,62,365
202603,7,KAMPUNG RAMBUTAN,85,408,58,551
202603,8,KAMPUNG RAMBUTAN,84,600,63,672
202603,9,KAMPUNG RAMBUTAN,76,611,77,525
202603,10,KAMPUNG RAMBUTAN,88,671,82,625
202603,11,KAMPUNG RAMBUTAN,71,403,68,587
202603,12,KAMPUNG RAMBUTAN,84,554,81,700
202603,13,KAMPUNG RAMBUTAN,154,749,147,1694
202603,14,KAMPUNG RAMBUTAN,158,941,154,2303
202603,15,KAMPUNG RAMBUTAN,157,1019,119,2756
202603,16,KAMPUNG RAMBUTAN,133,791,121,3071
202603,17,KAMPUNG RAMBUTAN,162,867,153,4059
202603,18,KAMPUNG RAMBUTAN,215,896,217,5336
202603,19,KAMPUNG RAMBUTAN,161,878,177,3464
202603,20,KAMPUNG RAMBUTAN,118,657,128,1337
202603,21,KAMPUNG RAMBUTAN,77,457,72,594
202603,22,KAMPUNG RAMBUTAN,102,645,73,631
202603,23,KAMPUNG RAMBUTAN,163,2251,125,1326
202603,24,KAMPUNG RAMBUTAN,212,4907,139,1184
202603,25,KAMPUNG RAMBUTAN,217,7144,141,1003
202603,26,KAMPUNG RAMBUTAN,215,5896,152,114
202603,27,KAMPUNG RAMBUTAN,174,4381,154,1186
202603,28,KAMPUNG RAMBUTAN,165,3184,148,1061
202603,29,KAMPUNG RAMBUTAN,213,6386,141,1008
202603,30,KAMPUNG RAMBUTAN,157,3322,86,563
202603,31,KAMPUNG RAMBUTAN,126,1915,65,869
202603,1,KALIDERES,88,679,78,692
202603,2,KALIDERES,85,717,75,674
202603,3,KALIDERES,82,673,72,646
202603,4,KALIDERES,78,646,68,619
202603,5,KALIDERES,75,615,65,630
202603,6,KALIDERES,78,632,68,671
202603,7,KALIDERES,85,654,75,697
202603,8,KALIDERES,82,628,72,662
202603,9,KALIDERES,79,680,69,645
202603,10,KALIDERES,84,651,74,680
202603,11,KALIDERES,92,629,81,868
202507,31,GROGOL,117,33,117,126
202507,1,MUARA ANGKE,5,45,5,50
202507,2,MUARA ANGKE,5,41,5,56
202507,3,MUARA ANGKE,5,55,5,61
202507,4,MUARA ANGKE,5,40,5,63
202507,5,MUARA ANGKE,5,34,5,67
202507,6,MUARA ANGKE,5,52,5,58
202507,7,MUARA ANGKE,5,50,5,47
202507,8,MUARA ANGKE,5,47,5,58
202507,9,MUARA ANGKE,5,44,5,53
202507,10,MUARA ANGKE,5,43,5,60
202507,11,MUARA ANGKE,5,40,5,62
202507,12,MUARA ANGKE,5,41,5,67
202507,13,MUARA ANGKE,5,53,5,57
202507,14,MUARA ANGKE,5,42,5,59
202507,15,MUARA ANGKE,5,44,5,58
202507,16,MUARA ANGKE,5,49,5,55
202507,17,MUARA ANGKE,5,50,5,61
202507,18,MUARA ANGKE,5,40,5,66
202507,19,MUARA ANGKE,5,38,5,69
202507,20,MUARA ANGKE,5,46,5,59
202507,21,MUARA ANGKE,5,60,5,50
202507,22,MUARA ANGKE,5,54,5,53
202507,23,MUARA ANGKE,5,50,5,58
202507,24,MUARA ANGKE,5,46,5,51
202507,25,MUARA ANGKE,5,40,5,57
202507,26,MUARA ANGKE,5,36,5,65
202507,27,MUARA ANGKE,5,35,5,61
202507,28,MUARA ANGKE,5,49,5,55
202507,29,MUARA ANGKE,5,53,5,60
202507,30,MUARA ANGKE,5,47,5,54
202507,31,MUARA ANGKE,5,49,5,58
202507,1,LEBAK BULUS,31,0,31,77
202507,2,LEBAK BULUS,33,0,33,83
202507,3,LEBAK BULUS,30,0,30,35
202507,4,LEBAK BULUS,33,12,33,57
202507,5,LEBAK BULUS,35,0,35,71
202507,6,LEBAK BULUS,35,13,35,65
202507,7,LEBAK BULUS,31,0,31,59
202507,8,LEBAK BULUS,33,0,33,57
202507,9,LEBAK BULUS,33,0,33,61
202507,10,LEBAK BULUS,35,0,35,59
202507,11,LEBAK BULUS,5,25,35,59
202507,12,LEBAK BULUS,33,15,33,71
202507,13,LEBAK BULUS,32,0,32,55
202507,14,LEBAK BULUS,30,0,30,56
202507,15,LEBAK BULUS,31,0,31,57
202507,16,LEBAK BULUS,32,0,32,55
202507,17,LEBAK BULUS,31,0,31,51
202507,18,LEBAK BULUS,33,13,33,57
202507,19,LEBAK BULUS,31,11,31,55
202507,20,LEBAK BULUS,30,0,30,57
202507,21,LEBAK BULUS,31,0,31,55
202507,22,LEBAK BULUS,29,0,29,49
202507,23,LEBAK BULUS,29,0,29,51
202507,24,LEBAK BULUS,30,15,30,57
202507,25,LEBAK BULUS,33,0,33,75
202507,26,LEBAK BULUS,35,14,35,69
202507,27,LEBAK BULUS,33,10,33,57
202507,28,LEBAK BULUS,31,0,31,51
202507,29,LEBAK BULUS,31,0,31,49
202507,30,LEBAK BULUS,30,0,30,29
202507,31,LEBAK BULUS,33,21,33,65
202507,1,PINANGRANTI,99,297,99,311
202509,9,RAGUNAN,65,1154,65,1192
202509,10,RAGUNAN,65,1149,65,1184
202509,11,RAGUNAN,65,1140,65,1171
202509,12,RAGUNAN,65,1163,65,1168
202509,13,RAGUNAN,61,1163,61,1202
202509,14,RAGUNAN,61,1154,61,1221
202509,15,RAGUNAN,65,1130,65,1169
202509,16,RAGUNAN,65,1163,65,1177
202509,17,RAGUNAN,65,1173,65,1195
202509,18,RAGUNAN,65,1157,65,1172
202509,19,RAGUNAN,66,1171,66,1174
202509,20,RAGUNAN,62,1182,62,1206
202509,21,RAGUNAN,61,1226,61,1216
202509,22,RAGUNAN,65,1157,65,1187
202509,23,RAGUNAN,65,1174,65,1186
202509,24,RAGUNAN,65,1164,65,1192
202509,25,RAGUNAN,65,1153,65,1149
202509,26,RAGUNAN,65,1128,65,1179
202509,27,RAGUNAN,62,1150,62,1204
202509,28,RAGUNAN,60,1164,60,1190
202509,29,RAGUNAN,65,1143,65,1184
202509,30,RAGUNAN,65,1170,65,1145
202509,1,BLOK M,402,4517,402,4907
202509,2,BLOK M,411,4932,411,5193
202509,3,BLOK M,413,5122,413,5303
202509,4,BLOK M,429,5059,429,5289
202509,5,BLOK M,331,4352,331,4773
202509,6,BLOK M,331,4461,331,4811
202509,7,BLOK M,329,4342,329,4732
202509,8,BLOK M,412,5552,412,5558
202509,9,BLOK M,407,5529,407,5566
202509,10,BLOK M,423,5733,423,5717
202509,11,BLOK M,424,5510,424,5582
202509,12,BLOK M,429,5699,429,5756
202509,13,BLOK M,329,4754,329,4995
202509,14,BLOK M,342,4576,342,4897
202509,15,BLOK M,442,5719,442,5772
202509,16,BLOK M,442,5596,442,5697
202509,17,BLOK M,442,5622,442,5715
202509,18,BLOK M,447,5470,447,5606
202509,19,BLOK M,408,5641,408,5697
202509,20,BLOK M,358,4806,358,5038
202509,21,BLOK M,341,4659,341,4927
202509,22,BLOK M,447,5672,447,5729
202509,23,BLOK M,447,5460,447,5597
202509,24,BLOK M,451,5896,451,5871
202509,25,BLOK M,440,5409,440,5548
202509,26,BLOK M,440,5486,440,5567
202509,27,BLOK M,350,4868,350,5093
202509,28,BLOK M,353,4607,353,4913
202509,29,BLOK M,438,5652,438,5655
202509,30,BLOK M,436,5640,436,5647
202509,1,CILILITAN,237,5734,237,5923
202509,2,CILILITAN,237,7710,237,6101
202509,3,CILILITAN,236,8261,236,8554
202509,4,CILILITAN,236,10626,236,8650
202509,5,CILILITAN,193,7388,193,7602
202509,6,CILILITAN,193,7646,193,8118
202509,7,CILILITAN,193,7547,193,8485
202509,8,CILILITAN,237,10710,237,12273
202509,9,CILILITAN,236,10575,236,12116
202509,10,CILILITAN,236,10970,236,12627
202603,12,KALIDERES,108,607,96,1042
202603,13,KALIDERES,126,573,112,1484
202603,14,KALIDERES,146,546,132,1779
202603,15,KALIDERES,169,505,153,2276
202603,16,KALIDERES,152,482,138,1861
202603,17,KALIDERES,191,464,174,2947
202603,18,KALIDERES,238,394,216,3653
202603,19,KALIDERES,152,338,136,1745
202603,20,KALIDERES,95,221,73,940
202603,21,KALIDERES,77,159,52,652
202603,22,KALIDERES,89,247,65,778
202603,23,KALIDERES,104,780,72,674
202603,24,KALIDERES,141,1893,81,789
202603,25,KALIDERES,176,2456,74,691
202603,26,KALIDERES,148,1945,70,656
202603,27,KALIDERES,133,1472,82,831
202603,28,KALIDERES,120,1264,91,957
202603,29,KALIDERES,182,2718,82,803
202603,30,KALIDERES,137,1511,74,715
202603,31,KALIDERES,105,989,71,670
202603,1,TANJUNG PRIOK,87,419,77,447
202603,2,TANJUNG PRIOK,84,389,73,376
202603,3,TANJUNG PRIOK,81,397,70,368
202603,4,TANJUNG PRIOK,78,386,66,379
202603,5,TANJUNG PRIOK,75,375,65,324
202603,6,TANJUNG PRIOK,84,398,73,413
202603,7,TANJUNG PRIOK,85,409,75,439
202603,8,TANJUNG PRIOK,81,423,71,441
202603,9,TANJUNG PRIOK,77,386,66,353
202603,10,TANJUNG PRIOK,79,413,67,398
202603,11,TANJUNG PRIOK,83,408,72,372
202603,12,TANJUNG PRIOK,85,427,74,449
202603,13,TANJUNG PRIOK,85,398,75,519
202603,14,TANJUNG PRIOK,95,469,82,729
202603,15,TANJUNG PRIOK,114,654,102,1298
202603,16,TANJUNG PRIOK,121,667,108,1407
202603,17,TANJUNG PRIOK,133,595,119,1734
202603,18,TANJUNG PRIOK,159,641,147,2496
202603,19,TANJUNG PRIOK,138,617,126,1386
202603,20,TANJUNG PRIOK,86,293,75,833
202603,21,TANJUNG PRIOK,67,225,58,567
202603,22,TANJUNG PRIOK,78,412,66,543
202603,23,TANJUNG PRIOK,87,798,75,528
202603,24,TANJUNG PRIOK,109,1421,94,683
202603,25,TANJUNG PRIOK,121,1235,91,539
202603,26,TANJUNG PRIOK,127,1527,98,636
202603,27,TANJUNG PRIOK,118,1198,103,786
202603,28,TANJUNG PRIOK,121,1306,105,531
202603,29,TANJUNG PRIOK,125,1522,97,423
202603,30,TANJUNG PRIOK,89,279,78,183
202603,31,TANJUNG PRIOK,85,397,75,273
202603,1,GROGOL,101,64,101,162
202603,2,GROGOL,106,59,106,150
202603,3,GROGOL,101,54,101,145
202603,4,GROGOL,105,55,105,156
202603,5,GROGOL,96,59,96,144
202603,6,GROGOL,112,51,112,178
202603,7,GROGOL,103,37,103,160
202603,8,GROGOL,104,53,104,152
202603,9,GROGOL,112,48,112,178
202603,10,GROGOL,102,44,102,158
202507,2,PINANGRANTI,99,297,99,312
202507,3,PINANGRANTI,99,272,99,294
202507,4,PINANGRANTI,99,280,99,291
202507,5,PINANGRANTI,79,270,79,284
202507,6,PINANGRANTI,79,261,79,274
202507,7,PINANGRANTI,89,276,89,292
202507,8,PINANGRANTI,89,282,89,295
202507,9,PINANGRANTI,89,288,89,309
202507,10,PINANGRANTI,89,284,89,302
202507,11,PINANGRANTI,89,278,89,293
202507,12,PINANGRANTI,79,236,79,250
202507,13,PINANGRANTI,79,235,79,243
202507,14,PINANGRANTI,89,292,89,306
202507,15,PINANGRANTI,89,298,89,312
202507,16,PINANGRANTI,89,308,89,328
202507,17,PINANGRANTI,89,316,89,340
202507,18,PINANGRANTI,89,306,89,331
202507,19,PINANGRANTI,79,313,79,329
202507,20,PINANGRANTI,79,256,79,273
202507,21,PINANGRANTI,89,299,89,327
202507,22,PINANGRANTI,89,299,89,322
202507,23,PINANGRANTI,89,300,89,318
202507,24,PINANGRANTI,89,307,89,329
202507,25,PINANGRANTI,89,289,89,305
202507,26,PINANGRANTI,79,289,79,306
202507,27,PINANGRANTI,79,257,79,270
202507,28,PINANGRANTI,89,305,89,323
202507,29,PINANGRANTI,89,306,89,323
202507,30,PINANGRANTI,89,311,89,328
202507,31,PINANGRANTI,89,311,89,327
202507,1,RAWAMANGUN,43,316,43,336
202507,2,RAWAMANGUN,48,357,48,336
202507,3,RAWAMANGUN,43,333,43,302
202507,4,RAWAMANGUN,45,338,45,363
202507,5,RAWAMANGUN,45,349,45,337
202507,6,RAWAMANGUN,42,317,42,310
202507,7,RAWAMANGUN,43,316,43,285
202507,8,RAWAMANGUN,46,343,46,351
202507,9,RAWAMANGUN,43,345,43,340
202507,10,RAWAMANGUN,45,349,45,341
202507,11,RAWAMANGUN,42,323,42,311
202507,12,RAWAMANGUN,43,320,43,323
202507,13,RAWAMANGUN,44,335,44,358
202507,14,RAWAMANGUN,43,296,43,319
202507,15,RAWAMANGUN,44,323,44,325
202507,16,RAWAMANGUN,44,312,44,338
202507,17,RAWAMANGUN,41,299,41,301
202507,18,RAWAMANGUN,45,353,45,328
202507,19,RAWAMANGUN,43,313,43,322
202507,20,RAWAMANGUN,43,306,43,327
202507,21,RAWAMANGUN,44,303,44,338
202507,22,RAWAMANGUN,45,323,45,327
202507,23,RAWAMANGUN,44,357,44,317
202507,24,RAWAMANGUN,43,328,43,326
202507,25,RAWAMANGUN,44,360,44,342
202507,26,RAWAMANGUN,44,316,44,336
202507,27,RAWAMANGUN,39,274,39,241
202507,28,RAWAMANGUN,42,330,42,314
202507,29,RAWAMANGUN,42,306,42,281
202507,30,RAWAMANGUN,43,322,43,310
202507,31,RAWAMANGUN,45,333,45,334
202507,1,RAGUNAN,65,1158,65,1165
202509,11,CILILITAN,235,11035,235,12534
202509,12,CILILITAN,235,11213,235,12017
202509,13,CILILITAN,196,8138,196,8888
202509,14,CILILITAN,196,7569,196,8274
202509,15,CILILITAN,236,10497,236,11731
202509,16,CILILITAN,236,10564,236,11250
202509,17,CILILITAN,236,11430,236,11899
202509,18,CILILITAN,233,11057,233,11077
202509,19,CILILITAN,236,10673,236,12365
202509,20,CILILITAN,196,7510,196,8912
202509,21,CILILITAN,194,7308,194,8301
202509,22,CILILITAN,225,10915,225,12311
202509,23,CILILITAN,235,10977,235,12121
202509,24,CILILITAN,235,11393,235,11625
202509,25,CILILITAN,235,11249,235,11987
202509,26,CILILITAN,236,11217,236,9627
202509,27,CILILITAN,194,8283,194,8794
202509,28,CILILITAN,194,7440,194,8087
202509,29,CILILITAN,235,9983,235,11295
202509,30,CILILITAN,235,9935,235,11526
202509,1,KLENDER,136,279,138,288
202509,2,KLENDER,139,282,141,289
202509,3,KLENDER,134,280,137,285
202509,4,KLENDER,137,283,139,290
202509,5,KLENDER,138,292,140,297
202509,6,KLENDER,135,286,138,297
202509,7,KLENDER,137,290,141,303
202509,8,KLENDER,139,294,142,298
202509,9,KLENDER,138,290,140,296
202509,10,KLENDER,136,290,139,296
202509,11,KLENDER,140,294,142,301
202509,12,KLENDER,137,290,138,294
202509,13,KLENDER,139,296,140,303
202509,14,KLENDER,138,293,139,297
202509,15,KLENDER,137,290,138,296
202509,16,KLENDER,138,290,140,296
202509,17,KLENDER,136,285,139,289
202509,18,KLENDER,134,277,138,282
202509,19,KLENDER,137,281,140,287
202509,20,KLENDER,138,287,139,296
202509,21,KLENDER,136,286,138,293
202509,22,KLENDER,134,290,137,296
202509,23,KLENDER,138,287,140,296
202509,24,KLENDER,136,286,139,295
202509,25,KLENDER,134,286,137,293
202509,26,KLENDER,137,284,138,293
202509,27,KLENDER,139,291,141,297
202509,28,KLENDER,138,286,140,294
202509,29,KLENDER,139,282,141,289
202509,30,KLENDER,134,290,137,296
202509,1,PASAR MINGGU,102,203,102,211
202509,2,PASAR MINGGU,106,223,106,233
202509,3,PASAR MINGGU,109,237,109,246
202509,4,PASAR MINGGU,106,231,106,242
202509,5,PASAR MINGGU,106,228,106,243
202509,6,PASAR MINGGU,108,237,108,246
202509,7,PASAR MINGGU,106,241,106,250
202509,8,PASAR MINGGU,105,233,105,246
202509,9,PASAR MINGGU,110,238,110,250
202509,10,PASAR MINGGU,113,251,113,260
202509,11,PASAR MINGGU,113,250,113,261
202605,12,RAGUNAN,65,1198,65,1223
202605,13,RAGUNAN,65,1159,65,1186
202605,14,RAGUNAN,60,1192,60,1255
202605,15,RAGUNAN,61,1206,61,1219
202605,16,RAGUNAN,61,1253,61,1259
202605,17,RAGUNAN,61,1201,61,1231
202605,18,RAGUNAN,65,1197,65,1212
202605,19,RAGUNAN,65,1195,65,1221
202605,20,RAGUNAN,65,1177,65,1218
202605,21,RAGUNAN,65,1212,65,1213
202605,22,RAGUNAN,65,1186,65,1241
202605,23,RAGUNAN,62,1238,62,1240
202605,24,RAGUNAN,61,1212,61,1245
202605,25,RAGUNAN,65,1197,65,1225
202605,26,RAGUNAN,65,1202,65,1250
202605,27,RAGUNAN,60,1170,60,1164
202605,28,RAGUNAN,60,1249,60,1238
202605,29,RAGUNAN,65,1202,65,1229
202605,30,RAGUNAN,62,1220,62,1236
202605,31,RAGUNAN,61,1192,61,1248
202605,1,BLOK M,318,29027,318,38660
202605,2,BLOK M,317,29307,317,39043
202605,3,BLOK M,314,28849,314,38442
202605,4,BLOK M,411,41820,411,55700
202605,5,BLOK M,409,41261,409,54972
202605,6,BLOK M,425,41433,425,55198
202605,7,BLOK M,423,41372,423,55106
202605,8,BLOK M,422,41495,422,55279
202605,9,BLOK M,350,29282,350,38995
202605,10,BLOK M,348,28990,348,38605
202605,11,BLOK M,431,41553,431,55322
202605,12,BLOK M,437,41552,437,55350
202605,13,BLOK M,432,41736,1532,55601
202605,14,BLOK M,329,29170,329,38859
202605,15,BLOK M,331,29085,331,38737
202605,16,BLOK M,331,29119,331,38791
202605,17,BLOK M,327,28879,327,42769
202605,18,BLOK M,440,41798,440,55687
202605,19,BLOK M,434,41698,434,55557
202605,20,BLOK M,432,41889,432,55769
202605,21,BLOK M,433,41786,433,55667
202605,22,BLOK M,429,42077,429,56055
202605,23,BLOK M,340,29368,340,39115
202605,24,BLOK M,332,28973,332,38585
202605,25,BLOK M,436,41805,436,55701
202605,26,BLOK M,429,41892,429,55814
202605,27,BLOK M,328,29066,328,38716
202605,28,BLOK M,345,29354,345,39118
202605,29,BLOK M,433,41739,433,55618
202605,30,BLOK M,336,29296,336,39043
202605,31,BLOK M,350,29420,350,39187
202605,1,CILILITAN,196,10078,196,9782
202605,2,CILILITAN,196,10462,196,10826
202605,3,CILILITAN,195,10130,195,9700
202605,4,CILILITAN,234,10297,234,11690
202605,5,CILILITAN,235,12419,235,10663
202605,6,CILILITAN,235,12358,235,11582
202605,7,CILILITAN,235,12461,235,11029
202605,8,CILILITAN,235,12593,235,10123
202605,9,CILILITAN,196,9608,196,9111
202605,10,CILILITAN,195,9574,195,9415
202605,11,CILILITAN,236,10436,236,11024
202605,12,CILILITAN,236,11348,236,11012
202605,13,CILILITAN,236,12197,236,11173
202605,14,CILILITAN,196,9475,196,9421
202605,15,CILILITAN,196,9048,196,8698
202605,16,CILILITAN,196,10067,196,9848
202605,17,CILILITAN,196,7455,196,8203
202603,11,GROGOL,108,43,108,166
202603,12,GROGOL,115,38,115,181
202603,13,GROGOL,119,48,119,189
202603,14,GROGOL,128,39,128,235
202603,15,GROGOL,141,34,141,269
202603,16,GROGOL,130,31,130,249
202603,17,GROGOL,153,30,153,281
202603,18,GROGOL,158,24,158,306
202603,19,GROGOL,128,25,128,222
202603,20,GROGOL,97,17,97,176
202603,21,GROGOL,76,18,76,145
202603,22,GROGOL,83,15,83,166
202603,23,GROGOL,91,36,91,159
202603,24,GROGOL,97,28,97,225
202603,25,GROGOL,92,67,92,192
202603,26,GROGOL,91,70,91,159
202603,27,GROGOL,94,79,94,164
202603,28,GROGOL,92,84,92,156
202603,29,GROGOL,90,60,90,150
202603,30,GROGOL,99,61,99,145
202603,31,GROGOL,105,57,105,155
202603,1,MUARA ANGKE,5,107,5,102
202603,2,MUARA ANGKE,4,78,4,95
202603,3,MUARA ANGKE,4,113,4,132
202603,4,MUARA ANGKE,4,113,4,141
202603,5,MUARA ANGKE,4,50,4,115
202603,6,MUARA ANGKE,4,40,4,94
202603,7,MUARA ANGKE,4,40,4,93
202603,8,MUARA ANGKE,4,85,4,83
202603,9,MUARA ANGKE,4,98,4,129
202603,24,RAGUNAN,68,1210,68,1231
202603,25,RAGUNAN,68,1221,68,1261
202603,26,RAGUNAN,68,1163,68,1213
202603,27,RAGUNAN,69,1299,69,1340
202603,28,RAGUNAN,63,1235,63,1294
202603,29,RAGUNAN,62,1319,62,1345
202603,30,RAGUNAN,65,1136,65,1189
202603,31,RAGUNAN,65,1150,65,1184
202603,1,BLOK M,399,5941,399,6898
202603,2,BLOK M,508,6972,508,7573
202603,3,BLOK M,513,6986,513,7584
202603,4,BLOK M,521,7061,521,7655
202603,5,BLOK M,519,6863,519,7507
202603,6,BLOK M,517,6759,517,7445
202603,7,BLOK M,460,5935,460,6758
202603,8,BLOK M,461,5726,461,6623
202603,9,BLOK M,502,6888,502,7523
202603,10,BLOK M,529,6917,529,7550
202603,11,BLOK M,525,6861,525,7516
202603,12,BLOK M,512,6937,512,7561
202603,13,BLOK M,515,6908,515,7527
202603,14,BLOK M,429,6062,429,6959
202603,15,BLOK M,408,5959,408,6900
202603,16,BLOK M,474,6597,474,8931
202603,17,BLOK M,488,6723,488,8394
202603,18,BLOK M,374,5988,374,7441
202603,19,BLOK M,349,5939,349,7401
202603,20,BLOK M,351,5707,351,7194
202603,21,BLOK M,357,5262,357,6650
202603,22,BLOK M,366,6003,366,7510
202603,23,BLOK M,401,6131,401,7593
202603,24,BLOK M,408,6172,408,7674
202603,25,BLOK M,494,6424,494,7921
202507,2,RAGUNAN,65,1168,65,1209
202507,3,RAGUNAN,66,1158,66,1184
202507,4,RAGUNAN,66,1161,66,1232
202507,5,RAGUNAN,62,1178,62,1216
202507,6,RAGUNAN,61,1193,61,1237
202507,7,RAGUNAN,65,1157,65,1164
202507,8,RAGUNAN,63,1168,63,1179
202507,9,RAGUNAN,67,1155,67,1245
202507,10,RAGUNAN,66,1185,66,1216
202507,11,RAGUNAN,68,1192,68,1226
202507,12,RAGUNAN,62,1196,62,1220
202507,13,RAGUNAN,62,1193,62,1205
202507,14,RAGUNAN,65,1165,65,1174
202507,15,RAGUNAN,65,1157,65,1162
202507,16,RAGUNAN,65,1165,65,1154
202507,17,RAGUNAN,65,1166,65,1155
202507,18,RAGUNAN,65,1134,65,1152
202507,19,RAGUNAN,61,1157,61,1159
202507,20,RAGUNAN,60,1136,60,1161
202507,21,RAGUNAN,65,1154,65,1155
202507,22,RAGUNAN,65,1136,65,1169
202507,23,RAGUNAN,65,1144,65,1159
202507,24,RAGUNAN,65,1158,65,863
202507,25,RAGUNAN,67,1200,67,1217
202507,26,RAGUNAN,66,1194,66,1236
202507,27,RAGUNAN,61,1128,61,1204
202507,28,RAGUNAN,65,1167,65,1200
202507,29,RAGUNAN,65,1156,65,1185
202507,30,RAGUNAN,65,1161,65,1172
202507,31,RAGUNAN,65,1140,65,1169
202507,1,BLOK M,366,5280,366,5436
202507,2,BLOK M,340,5507,340,5607
202507,3,BLOK M,369,5357,369,5487
202507,4,BLOK M,407,5494,407,5603
202507,5,BLOK M,336,4724,336,5021
202507,6,BLOK M,326,4508,326,4841
202507,7,BLOK M,407,5616,407,5670
202507,8,BLOK M,404,5546,404,5609
202507,9,BLOK M,402,5611,402,5663
202507,10,BLOK M,407,5259,407,5415
202507,11,BLOK M,414,5487,414,5620
202507,12,BLOK M,329,4763,329,5071
202507,13,BLOK M,326,4704,326,5004
202507,14,BLOK M,404,5633,404,5681
202507,15,BLOK M,399,5711,399,5737
202507,16,BLOK M,483,5815,483,5886
202507,17,BLOK M,411,5738,411,5789
202507,18,BLOK M,398,5757,398,5778
202507,19,BLOK M,332,4830,332,5061
202507,20,BLOK M,329,4666,329,4949
202507,21,BLOK M,400,5591,400,5622
202507,22,BLOK M,405,5677,405,5706
202507,23,BLOK M,404,5722,404,5740
202507,24,BLOK M,405,5742,405,5751
202507,25,BLOK M,395,5850,395,5817
202507,26,BLOK M,346,5003,346,5243
202507,27,BLOK M,324,4794,324,5050
202507,28,BLOK M,407,5736,407,5764
202507,29,BLOK M,410,5691,410,5747
202507,30,BLOK M,419,5736,419,5793
202507,31,BLOK M,411,5626,411,5707
202507,1,CILILITAN,240,25919,240,30159
202509,12,PASAR MINGGU,113,251,113,262
202509,13,PASAR MINGGU,113,246,113,254
202509,14,PASAR MINGGU,113,255,113,261
202509,15,PASAR MINGGU,105,238,105,247
202509,16,PASAR MINGGU,107,235,107,246
202509,17,PASAR MINGGU,110,249,110,259
202509,18,PASAR MINGGU,105,255,105,264
202509,19,PASAR MINGGU,107,256,107,268
202509,20,PASAR MINGGU,106,255,106,265
202509,21,PASAR MINGGU,107,261,107,271
202509,22,PASAR MINGGU,105,253,105,260
202509,23,PASAR MINGGU,107,246,107,256
202509,24,PASAR MINGGU,103,250,103,259
202509,25,PASAR MINGGU,104,248,104,254
202509,26,PASAR MINGGU,108,249,108,256
202509,27,PASAR MINGGU,107,247,107,253
202509,28,PASAR MINGGU,105,246,105,257
202509,29,PASAR MINGGU,111,243,111,253
202509,30,PASAR MINGGU,110,238,110,250
202509,1,KAMPUNG MELAYU,131,931,132,646
202509,2,KAMPUNG MELAYU,247,3632,247,3724
202509,3,KAMPUNG MELAYU,351,3638,351,3786
202509,4,KAMPUNG MELAYU,363,4339,363,3901
202509,5,KAMPUNG MELAYU,278,3307,275,2922
202509,6,KAMPUNG MELAYU,286,2371,292,2457
202509,7,KAMPUNG MELAYU,193,1713,196,2330
202509,8,KAMPUNG MELAYU,403,6501,403,4658
202509,9,KAMPUNG MELAYU,307,5245,307,7635
